% IBTrACS (International Best Track Archive for Climate Stewardship) tropical storm database
@RELATION tropicalstorms

@ATTRIBUTE nature {TS, SS, ET, DS}
@ATTRIBUTE track_type {main, merge, split, other}
@ATTRIBUTE month {Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec}
@ATTRIBUTE lon REAL
@ATTRIBUTE lat REAL
@ATTRIBUTE dist2land REAL
@ATTRIBUTE msw REAL
@ATTRIBUTE mcp REAL
@ATTRIBUTE landfall {True, False}

@DATA
ET,main,Feb,90.0,-9.80000019073,1339,25.0,1003.0,False
TS,main,Jun,233.5,11.8999996185,2084,30.0,1008.0,False
TS,main,Aug,233.899993896,12.3999996185,2014,25.0,1008.0,False
TS,main,Aug,329.200012207,13.5999994278,1439,25.0,1010.0,False
TS,main,Sep,341.299987793,15.0999994278,136,0.0,0.0,False
DS,main,Aug,256.899993896,11.8999996185,641,25.0,1008.0,False
TS,main,Oct,261.600006104,13.0999994278,331,25.0,0.0,False
TS,main,Sep,259.899993896,10.0999994278,706,25.0,1009.0,False
ET,main,Dec,162.300003052,4.90000009537,1423,0.0,1006.0,False
ET,main,Aug,247.899993896,22.0,238,25.0,0.0,False
ET,main,Sep,294.200012207,31.6999988556,1004,25.0,0.0,False
ET,main,Dec,57.3999977112,-8.39999961853,968,0.0,0.0,False
TS,main,Dec,77.4000015259,-13.8999996185,2201,25.0,1000.0,False
TS,main,Dec,77.4000015259,-10.3000001907,1849,0.0,0.0,False
TS,main,Nov,278.700012207,12.1999998093,240,30.0,0.0,False
TS,main,Jan,154.0,6.0,1034,0.0,1002.0,False
ET,main,Aug,339.0,16.7999992371,442,25.0,1009.0,False
TS,main,Oct,268.899993896,12.5999994278,145,75.0,0.0,False
ET,main,Jan,153.0,7.0,1111,0.0,1002.0,False
ET,main,Oct,302.700012207,17.6999988556,879,60.0,0.0,False
TS,main,Jan,89.6999969482,-9.0999994278,1313,25.0,1002.0,False
ET,main,Oct,160.0,11.0,1829,0.0,1004.0,False
TS,main,Sep,314.899993896,10.6999998093,990,30.0,0.0,False
TS,main,Sep,312.600006104,11.8999996185,943,25.0,0.0,False
TS,main,Sep,248.100006104,12.0,1107,45.0,0.0,False
ET,main,Nov,164.5,9.5,1984,0.0,1004.0,False
ET,main,Jul,136.0,17.0,1251,0.0,996.0,False
ET,main,Aug,170.0,15.0,2811,0.0,1006.0,False
TS,main,Sep,299.5,32.5,1294,25.0,1016.0,False
ET,main,Sep,141.5,21.0,1494,0.0,1004.0,False
TS,main,Feb,60.6999969482,-12.1999998093,940,15.0,1006.0,False
ET,main,Oct,131.0,16.7999992371,778,0.0,1004.0,False
TS,main,Sep,331.0,14.7999992371,1237,20.0,1010.0,False
TS,main,Jan,178.5,21.0,2245,0.0,1012.0,False
TS,main,Aug,248.600006104,16.1999988556,754,30.0,0.0,False
ET,main,Jul,133.199996948,12.7999992371,830,0.0,1002.0,False
TS,main,Jul,253.800003052,11.8000001907,783,25.0,0.0,False
DS,main,Jul,260.799987793,14.8999996185,169,30.0,1008.0,False
TS,main,Aug,265.5,10.5999994278,498,45.0,0.0,False
DS,main,Dec,332.299987793,34.2999992371,1230,50.0,1002.0,False
DS,main,Aug,336.899993896,12.1999998093,667,25.0,1011.0,False
TS,main,Jun,253.899993896,13.6999998093,585,20.0,0.0,False
DS,main,Jun,249.700012207,15.5,708,30.0,1005.0,False
TS,main,Aug,127.199996948,16.5,418,0.0,996.0,False
ET,main,May,289.0,22.0,225,35.0,0.0,False
TS,main,Jul,256.899993896,15.5999994278,271,25.0,0.0,False
ET,main,Sep,309.200012207,17.2999992371,1325,30.0,0.0,False
TS,main,Oct,229.5,11.0,2470,30.0,1008.0,False
ET,main,Sep,294.600006104,33.2999992371,963,25.0,1003.0,False
TS,main,Aug,336.799987793,12.0999994278,682,40.0,0.0,False
TS,main,Aug,308.0,37.5,1016,70.0,0.0,False
TS,merge,Jun,139.300003052,10.0,1267,0.0,1008.0,False
TS,main,Sep,304.299987793,24.1999988556,1212,50.0,0.0,False
ET,main,Sep,146.5,21.5,1628,0.0,1004.0,False
ET,main,Oct,290.5,21.5,218,30.0,1009.0,False
TS,main,Feb,85.5,-11.8000001907,1862,25.0,1000.0,False
TS,main,Sep,300.299987793,17.2999992371,632,70.0,0.0,False
ET,main,Oct,155.5,10.0,1511,0.0,1004.0,False
DS,main,Aug,316.399993896,13.2999992371,1316,25.0,1009.0,False
ET,main,Sep,149.0,19.0,1988,0.0,1010.0,False
TS,main,Aug,284.5,29.5,498,90.0,0.0,False
TS,main,Nov,272.0,8.5,297,30.0,0.0,False
ET,main,Sep,294.600006104,24.7999992371,715,30.0,1006.0,False
ET,main,Sep,292.100006104,27.1999988556,846,30.0,0.0,False
DS,main,Aug,254.5,17.5,204,30.0,1000.0,False
TS,main,Feb,80.0,-20.6000003815,2311,0.0,0.0,False
ET,main,Aug,324.5,12.6999998093,1811,25.0,1010.0,False
TS,main,Sep,268.0,12.0,225,75.0,0.0,False
DS,main,Sep,248.700012207,17.2999992371,640,25.0,1007.0,False
TS,main,Aug,134.0,16.0,1010,0.0,1008.0,False
TS,main,Jul,249.399993896,19.6999988556,363,45.0,0.0,False
TS,main,Sep,271.0,25.5,390,30.0,0.0,False
DS,main,Aug,244.899993896,15.0,1033,20.0,1008.0,False
TS,main,Jul,244.800003052,14.8999996185,1048,30.0,1006.0,False
TS,main,May,246.200012207,10.0,1413,30.0,1009.0,False
TS,main,Jun,247.600006104,15.5999994278,854,25.0,1009.0,False
TS,main,Feb,52.8999977112,-17.3999996185,327,20.0,1006.0,False
TS,main,Jul,256.100006104,11.0,767,30.0,0.0,False
TS,main,Jun,245.399993896,9.69999980927,1497,25.0,1011.0,False
TS,main,Sep,258.299987793,11.3000001907,641,30.0,0.0,False
ET,main,Aug,329.200012207,14.2999992371,1432,30.0,1010.0,False
TS,merge,Aug,259.0,11.5,596,30.0,0.0,False
TS,main,Sep,289.200012207,23.6000003815,350,25.0,1008.0,False
TS,main,Jul,236.700012207,12.3000001907,1819,25.0,0.0,False
TS,main,Mar,101.299995422,-10.3999996185,588,20.0,1002.0,False
TS,main,Feb,51.6999969482,-15.7999992371,136,20.0,1007.0,False
ET,main,Jan,99.5,-12.0,854,-1.0,1004.0,False
DS,main,Aug,260.899993896,11.3000001907,544,20.0,1008.0,False
DS,main,Sep,253.5,17.0,304,35.0,1004.0,False
ET,main,Nov,165.0,8.0,1878,0.0,1004.0,False
ET,main,Sep,304.100006104,26.6999988556,1359,25.0,1014.0,False
TS,main,Sep,300.600006104,12.5,266,40.0,0.0,False
TS,main,Dec,89.9000015259,-12.0999994278,1530,27.0,1001.0,False
TS,main,Jan,70.0,-15.0,1421,0.0,0.0,False
TS,main,Aug,329.0,16.0,1455,80.0,0.0,False
ET,main,Aug,279.5,31.5,58,25.0,1013.0,False
ET,main,Jul,316.5,19.1000003815,1843,25.0,0.0,False
TS,main,Oct,314.0,20.0,1802,20.0,0.0,False
TS,main,May,237.5,10.6999998093,1904,20.0,1010.0,False
TS,main,Apr,150.599990845,8.5999994278,1250,0.0,1000.0,False
TS,main,Aug,240.100006104,12.1999998093,1590,25.0,1007.0,False
TS,main,Aug,224.600006104,17.1000003815,2064,25.0,1008.0,False
TS,main,Sep,221.300003052,12.0,1915,25.0,0.0,False
ET,main,Jul,286.399993896,31.2999992371,465,25.0,1012.0,False
TS,main,Jul,245.0,10.3000001907,1479,30.0,0.0,False
TS,main,Oct,147.5,17.5,2083,0.0,1002.0,False
TS,main,Oct,268.299987793,11.3000001907,294,30.0,1005.0,False
ET,main,Nov,146.399993896,22.8999996185,1480,0.0,1010.0,False
ET,main,Sep,151.0,16.0,2065,0.0,1008.0,False
ET,main,Sep,324.600006104,17.6999988556,1940,25.0,0.0,False
TS,main,Jun,265.299987793,21.1000003815,222,25.0,0.0,False
TS,main,May,260.799987793,13.2999992371,337,25.0,1005.0,False
ET,main,Oct,300.799987793,11.6999998093,226,30.0,0.0,False
TS,main,Jan,71.5999984741,-11.0,1802,25.0,1006.0,False
TS,main,May,266.0,11.5999994278,376,30.0,0.0,False
TS,main,Aug,253.0,9.80000019073,1023,30.0,0.0,False
TS,main,Jul,261.899993896,12.5,382,45.0,0.0,False
ET,main,May,118.799995422,16.7999992371,120,0.0,1002.0,False
TS,main,Apr,144.899993896,7.09999990463,1048,0.0,1006.0,False
TS,main,Aug,228.600006104,13.0,2366,25.0,1008.0,False
TS,main,Sep,316.799987793,10.8000001907,1152,25.0,0.0,False
TS,main,Aug,313.0,12.5,1023,20.0,0.0,False
TS,main,Sep,248.0,15.8999996185,810,45.0,0.0,False
TS,main,Dec,309.100006104,22.1000003815,1587,30.0,0.0,False
ET,main,Oct,300.799987793,24.6000003815,958,30.0,1004.0,False
TS,main,Nov,95.5999984741,-7.0,697,21.0,1004.0,False
DS,main,Sep,250.100006104,15.0999994278,708,30.0,1005.0,False
TS,main,Aug,152.800003052,20.3999996185,2048,0.0,1006.0,False
TS,main,Mar,101.0,-13.0,833,-1.0,1004.0,False
TS,main,Sep,202.0,14.6999998093,529,30.0,0.0,False
ET,main,Oct,154.0,13.0,1792,0.0,1004.0,False
TS,main,Jul,119.0,18.0,144,0.0,1004.0,False
ET,main,Jun,145.5,12.0,1584,0.0,1005.0,False
TS,main,Sep,328.0,14.0,1564,30.0,1009.0,False
DS,main,Jul,263.299987793,11.5999994278,447,30.0,1006.0,False
TS,main,Oct,76.5,-10.0,1838,20.0,1005.0,False
ET,main,Nov,162.0,9.0,1769,0.0,1006.0,False
TS,main,Aug,326.5,12.8999996185,1740,25.0,1009.0,False
TS,main,Sep,308.0,10.5,569,25.0,1008.0,False
ET,main,Aug,143.5,14.0999994278,1846,0.0,1006.0,False
ET,main,Sep,168.0,10.0,2210,0.0,1010.0,False
TS,main,Oct,256.100006104,13.8999996185,479,45.0,0.0,False
ET,main,Jul,166.0,21.0,2937,0.0,1010.0,False
ET,main,May,151.5,5.2999997139,898,0.0,1005.0,False
DS,main,Oct,310.799987793,15.0999994278,1166,30.0,1008.0,False
ET,main,Aug,298.0,31.3999996185,1339,30.0,0.0,False
ET,main,Jan,140.199996948,5.09999990463,783,0.0,1000.0,False
TS,main,Dec,283.0,11.1999998093,177,20.0,0.0,False
DS,main,Sep,256.600006104,15.3999996185,303,25.0,1008.0,False
TS,main,Mar,64.2999954224,-13.0,1060,0.0,0.0,False
TS,main,Aug,303.899993896,12.0999994278,556,70.0,0.0,False
ET,main,Aug,313.700012207,33.2999992371,1590,35.0,1005.0,False
ET,main,Apr,47.7000007629,-25.6999988556,97,25.0,1007.0,False
TS,main,Aug,244.800003052,10.8000001907,1455,25.0,0.0,False
ET,main,Oct,169.300003052,11.1999998093,2389,0.0,1008.0,False
DS,main,Nov,250.100006104,15.0999994278,708,25.0,1008.0,False
ET,main,Dec,71.0,-7.69999980927,1850,20.0,1006.0,False
TS,main,Sep,200.400009155,10.6999998093,1009,25.0,0.0,False
TS,main,Sep,314.799987793,14.7999992371,1346,25.0,1009.0,False
TS,main,Aug,294.399993896,26.6999988556,909,90.0,0.0,False
TS,main,Mar,86.9000015259,-14.6999998093,1964,20.0,1003.0,False
ET,main,Sep,150.800003052,13.0,1732,0.0,1006.0,False
ET,main,Aug,139.699996948,22.6999988556,1253,0.0,998.0,False
ET,main,Sep,144.5,15.0,1929,0.0,1006.0,False
TS,main,Jul,178.099990845,8.80000019073,2693,0.0,1004.0,False
TS,main,Jul,257.700012207,10.0999994278,790,25.0,1009.0,False
TS,main,Nov,265.299987793,20.7999992371,203,40.0,0.0,False
TS,main,Dec,58.3999977112,-16.0,464,0.0,0.0,False
TS,main,Feb,73.0,-16.0,1675,0.0,0.0,False
TS,main,Sep,289.399993896,25.7999992371,569,50.0,0.0,False
TS,main,May,251.5,11.6999998093,913,30.0,0.0,False
ET,main,Oct,145.5,9.0999994278,1260,0.0,1006.0,False
TS,main,Nov,142.199996948,10.8000001907,1458,0.0,1006.0,False
ET,main,Nov,152.0,7.5,1149,0.0,1006.0,False
TS,main,Sep,257.799987793,14.0999994278,377,25.0,1009.0,False
TS,main,Sep,318.5,11.0,1315,40.0,0.0,False
TS,main,Oct,203.800003052,8.39999961853,1176,25.0,1008.0,False
ET,main,Aug,340.100006104,12.3999996185,336,25.0,1007.0,False
TS,main,Aug,263.600006104,14.0,180,30.0,0.0,False
TS,main,Oct,321.700012207,26.0999984741,2135,60.0,0.0,False
ET,main,Mar,134.0,11.0,877,0.0,1004.0,False
ET,main,Oct,166.0,10.0,2125,0.0,1008.0,False
ET,main,Aug,160.5,8.89999961853,1660,0.0,1004.0,False
TS,main,Jul,118.699996948,19.1000003815,214,0.0,1000.0,False
TS,main,Aug,285.5,29.5,591,70.0,0.0,False
ET,main,Sep,149.5,19.0,2011,0.0,1008.0,False
TS,main,Sep,247.899993896,17.2999992371,663,45.0,0.0,False
DS,main,Jul,266.100006104,11.0999994278,415,30.0,1007.0,False
TS,main,Jul,238.100006104,11.0,1835,25.0,1008.0,False
TS,main,Oct,76.7999954224,-3.59999990463,1143,0.0,1007.0,False
ET,main,Nov,309.600006104,20.5,1577,30.0,0.0,False
TS,main,Sep,300.200012207,13.8999996185,381,35.0,0.0,False
TS,main,Sep,338.299987793,11.5999994278,540,25.0,1009.0,False
DS,main,Mar,317.399993896,-25.1999988556,249,30.0,1000.0,False
DS,main,Aug,243.700012207,16.6000003815,964,30.0,1005.0,False
TS,main,Sep,292.0,21.1999988556,252,40.0,0.0,False
ET,main,Mar,98.0,-11.0,906,-1.0,1006.0,False
TS,main,Jul,249.399993896,16.0,697,25.0,0.0,False
DS,main,Jul,264.799987793,10.0,598,30.0,1006.0,False
ET,main,Dec,61.8999977112,-13.3999996185,872,0.0,0.0,False
ET,main,Sep,140.0,20.0,1535,0.0,1004.0,False
ET,main,Feb,147.800003052,8.69999980927,1211,0.0,1004.0,False
% 
% 
% 
